token_symbol,chain,contract_address,pair_address,price_usd,fdv_usd,lp_usd,volume_24h_usd,unique_traders_24h,buys_24h,sells_24h,dex,trade_url,explorer_url,twitter_url,telegram_url,website_url,age_hours,reject_reason
OP,optimism,0x4200000000000000000000000000000000000042,0xcdd41009E74bD1AE4F7B2EeCF892e4bC718b9302,0.7787,3344816684.0,37045.17,2988.91,2061,1397,664,DEX,https://dexscreener.com/optimism/0xcdd41009e74bd1ae4f7b2eecf892e4bc718b9302,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,28983.98,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0x47029bc8f5CBe3b464004E87eF9c9419a48018cd,0.7795,3348211712.0,35786.04,4148.02,1634,982,652,DEX,https://dexscreener.com/optimism/0x47029bc8f5cbe3b464004e87ef9c9419a48018cd,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,28988.33,age>720h
OP,osmosis,factory/osmo1nufyzqlm8qhu2w7lm0l4rrax0ec8rsk69mga4tel8eare7c7ljaqpk2lyg/alloyed/allOP,2183-factory_osmo1nufyzqlm8qhu2w7lm0l4rrax0ec8rsk69mga4tel8eare7c7ljaqpk2lyg_alloyed_allOP-factory_osmo1k6c8jln7ejuqwtqmay3yvzrg3kueaczl96pk067ldg8u835w0yhsw27twm_alloyed_allETH,0.789,3389018141.0,45592.7,85.63,13,4,9,DEX,https://dexscreener.com/osmosis/2183-factory_osmo1nufyzqlm8qhu2w7lm0l4rrax0ec8rsk69mga4tel8eare7c7ljaqpk2lyg_alloyed_allop-factory_osmo1k6c8jln7ejuqwtqmay3yvzrg3kueaczl96pk067ldg8u835w0yhsw27twm_alloyed_alleth,,,,,8779.58,age>720h
OP,arbitrum,0xaC800FD6159c2a2CB8fC31EF74621eB430287a5A,0x917bCa8a321706628a664D4768e4476E70ab2952,0.7916,253500.0,43467.05,324.0,6,0,6,DEX,https://dexscreener.com/arbitrum/0x917bca8a321706628a664d4768e4476e70ab2952,https://arbiscan.io/token/0xaC800FD6159c2a2CB8fC31EF74621eB430287a5A,,,,,vliq<0.12
OP,optimism,0x4200000000000000000000000000000000000042,0x39965c9dAb5448482Cf7e002F583c812Ceb53046-0x4200000000000000000000000000000000000006-0x4200000000000000000000000000000000000042,0.7787,3344717950.0,36972.61,490.57,284,63,221,DEX,https://dexscreener.com/optimism/0x39965c9dab5448482cf7e002f583c812ceb53046-0x4200000000000000000000000000000000000006-0x4200000000000000000000000000000000000042,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,,fdv>15000000
OP,optimism,0x4200000000000000000000000000000000000042,0x39965c9dAb5448482Cf7e002F583c812Ceb53046-0x4200000000000000000000000000000000000042-0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0.783,3363132546.0,27866.57,693.58,110,27,83,DEX,https://dexscreener.com/optimism/0x39965c9dab5448482cf7e002f583c812ceb53046-0x4200000000000000000000000000000000000042-0x7f5c764cbc14f9669b88837ca1490cca17c31607,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,,fdv>15000000
OP,optimism,0x4200000000000000000000000000000000000042,0x0893e340eE2B0263dDaD2f3B8bD23DbA11859AEA,0.7827,3361841751.0,25988.8,9672.87,203,65,138,DEX,https://dexscreener.com/optimism/0x0893e340ee2b0263ddad2f3b8bd23dba11859aea,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,28999.47,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0x67F56Ac099F11aD5F65E2ec804f75F2cEa6ab8C5,0.7822,3359866636.0,21794.45,738.75,390,150,240,DEX,https://dexscreener.com/optimism/0x67f56ac099f11ad5f65e2ec804f75f2cea6ab8c5,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,17581.17,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0xe5cF854f63152067059AFd38e03FEFb6CBE25Df3,0.781,3354632450.0,20661.62,6600.85,217,62,155,DEX,https://dexscreener.com/optimism/0xe5cf854f63152067059afd38e03fefb6cbe25df3,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,,fdv>15000000
OP,optimism,0x4200000000000000000000000000000000000042,0x167dc49c498729223D1565dF3207771B4Ee19853,0.7809,3354064834.0,11716.42,281.92,751,517,234,DEX,https://dexscreener.com/optimism/0x167dc49c498729223d1565df3207771b4ee19853,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,29016.31,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0x58B2f113244DdC9332c46aF25BC223873E68ff3d,0.7809,3354043277.0,10828.3,600.63,336,106,230,DEX,https://dexscreener.com/optimism/0x58b2f113244ddc9332c46af25bc223873e68ff3d,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,21595.55,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0x787A828969391Ce4BCCd7FDc8a0743f9Cc9470f5,0.7882,3385659518.0,11569.08,57.35,16,0,16,DEX,https://dexscreener.com/optimism/0x787a828969391ce4bccd7fdc8a0743f9cc9470f5,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,27410.71,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0xf74fCa1611a695a81FC1F7052aa5Ff2549558Ab3,0.7791,3346284896.0,1484.69,1787.36,1174,501,673,DEX,https://dexscreener.com/optimism/0xf74fca1611a695a81fc1f7052aa5ff2549558ab3,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,29009.1,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0x128944d0C53f407491e8bd543aE4f0B455b389Ed,0.7884,3386486338.0,7081.7,61.45,17,0,17,DEX,https://dexscreener.com/optimism/0x128944d0c53f407491e8bd543ae4f0b455b389ed,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,20431.21,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0xAE2D9288Be0587C2097ec46dB7686ac2481F896E,0.7869,3379922969.0,6182.39,54.38,59,0,59,DEX,https://dexscreener.com/optimism/0xae2d9288be0587c2097ec46db7686ac2481f896e,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,29114.99,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0x4b3E239fB31694dE2b51E6C0422c989Da050Ee63,0.7866,3378590637.0,6011.11,60.86,76,0,76,DEX,https://dexscreener.com/optimism/0x4b3e239fb31694de2b51e6c0422c989da050ee63,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,3076.6,age>720h
OP,optimism,0x4200000000000000000000000000000000000042,0x3905870E647c97Cb9C8D99Db24384f480531B5b9,0.7791,3346283912.0,3040.42,171.24,542,214,328,DEX,https://dexscreener.com/optimism/0x3905870e647c97cb9c8d99db24384f480531b5b9,https://optimistic.etherscan.io/token/0x4200000000000000000000000000000000000042,,,,23337.58,age>720h
AVAX,beam,0x00E69e0b6014d77040b28E04F2b8ac25A6EA5d34,0xA53DaFAe314075C6a22f44eEb7Df792D672f89d5,33.17,268668.0,318257.06,7787.88,93,48,45,DEX,https://dexscreener.com/beam/0xa53dafae314075c6a22f44eeb7df792d672f89d5,,,,,16519.73,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x1D8B1eD9b3da5d510FD3723e0Dd02476E0d7e781,32.82,65651184.0,454939.42,211713.57,618,319,299,DEX,https://dexscreener.com/bsc/0x1d8b1ed9b3da5d510fd3723e0dd02476e0d7e781,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,21639.04,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x9f11264d6d0d9671dAb2CC485eb6Ec1B502C4025,32.83,65661933.0,101609.4,21643.34,225,116,109,DEX,https://dexscreener.com/bsc/0x9f11264d6d0d9671dab2cc485eb6ec1b502c4025,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,15571.32,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x151268db1579ebC5306D4aAa5DCC627646E6986F,32.17,64344731.0,426748.2,46218.27,388,191,197,DEX,https://dexscreener.com/bsc/0x151268db1579ebc5306d4aaa5dcc627646e6986f,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,38562.61,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x40aFc7CBd0Dc2bE5860F0035b717d20Afb4827b2,32.091,64182962.0,80216.75,9167.9,242,127,115,DEX,https://dexscreener.com/bsc/0x40afc7cbd0dc2be5860f0035b717d20afb4827b2,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,38156.52,age>720h
AVAX,fantom,0x511D35c52a3C244E7b8bd92c0C297755FbD89212,0x5DF809e410d9CC577f0d01b4E623C567C7aD56c1,0.9238,32459.0,24328.31,4.65,2,1,1,DEX,https://dexscreener.com/fantom/0x5df809e410d9cc577f0d01b4e623c567c7ad56c1,,,,,32968.96,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x74c4DA0DAca1A9e52Faec732d96BC7dEA9FB3ac1,32.79,65596133.0,48255.58,5989.54,185,100,85,DEX,https://dexscreener.com/bsc/0x74c4da0daca1a9e52faec732d96bc7dea9fb3ac1,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,37751.41,age>720h
WAVAX,osmosis,ibc/6F62F01D913E3FFE472A38C78235B8F021B511BC6596ADFF02615C8F83D3B373,899-ibc_6F62F01D913E3FFE472A38C78235B8F021B511BC6596ADFF02615C8F83D3B373-uosmo,32.95,15097339959.0,16475.78,50.66,7,1,6,DEX,https://dexscreener.com/osmosis/899-ibc_6f62f01d913e3ffe472a38c78235b8f021b511bc6596adff02615c8f83d3b373-uosmo,,,,,23378.61,age>720h
AVAX,zksync,0x6A5279E99CA7786fb13F827Fc1Fb4F61684933d6,0x743954d87E81350E2f35D9D12A41dbA309ACbD2e,31.96,51671.0,15254.69,441.88,8,3,5,DEX,https://dexscreener.com/zksync/0x743954d87e81350e2f35d9d12a41dba309acbd2e,,,,,21583.03,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x2f3899fFB9FdCf635132F7bb94c1a3A0F906cc6f,32.11,64237991.0,32645.73,2838.26,133,70,63,DEX,https://dexscreener.com/bsc/0x2f3899ffb9fdcf635132f7bb94c1a3a0f906cc6f,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,33911.36,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x70Ef2ea7500e81DCB77eb7E33F4343eE494dA89a,32.051,64103291.0,33892.6,2841.06,128,68,60,DEX,https://dexscreener.com/bsc/0x70ef2ea7500e81dcb77eb7e33f4343ee494da89a,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,31204.46,age>720h
AVAX,fantom,0x511D35c52a3C244E7b8bd92c0C297755FbD89212,0x9af1F0e9aC9C844A4a4439d446c1437807183075-0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83-0x511D35c52a3C244E7b8bd92c0C297755FbD89212,0.9182,32260.0,1663.24,0.96,1,1,0,DEX,https://dexscreener.com/fantom/0x9af1f0e9ac9c844a4a4439d446c1437807183075-0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83-0x511d35c52a3c244e7b8bd92c0c297755fbd89212,,,,,,"lp$1663 outside [4000,1500000]"
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0xA8305a7Cf6EA5852de277A693a45761B474298ed,33.095,66190823.0,28560.01,3952.07,29,6,23,DEX,https://dexscreener.com/bsc/0xa8305a7cf6ea5852de277a693a45761b474298ed,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,21180.75,age>720h
AVAX,linea,0x5471ea8f739dd37E9B81Be9c5c77754D8AA953E4,0xdCf3C78a6bF862285F579d5672d353B4bF5F973B,30.99,28567.0,3812.09,27.83,16,0,16,DEX,https://dexscreener.com/linea/0xdcf3c78a6bf862285f579d5672d353b4bf5f973b,,,,,,"lp$3812 outside [4000,1500000]"
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x1e78C09fdeB322ce6644518e07c28e3904C740Ea,33.063,66126850.0,5689.0,928.29,27,10,17,DEX,https://dexscreener.com/bsc/0x1e78c09fdeb322ce6644518e07c28e3904c740ea,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,19409.39,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x2111849199aA24C83CB462e86b3BF5E44Cf72cc2,31.43,62877343.0,2927.53,128.6,26,10,16,DEX,https://dexscreener.com/bsc/0x2111849199aa24c83cb462e86b3bf5e44cf72cc2,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,28839.17,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x6Ee71502AF3e48CA6bE583b0127239C14b950e63,31.12,62257001.0,1228.22,41.03,15,5,10,DEX,https://dexscreener.com/bsc/0x6ee71502af3e48ca6be583b0127239c14b950e63,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,29678.93,age>720h
AVAX,ethereum,0x8965349fb649A33a30cbFDa057D8eC2C48AbE2A2,0xc2D422e1C00FDf44b064ed2e66d18D2E9baedD11,2217.63,19886027.0,443528.59,51.29,2,1,1,Ethereum DEX,https://dexscreener.com/ethereum/0xc2d422e1c00fdf44b064ed2e66d18d2e9baedd11,https://etherscan.io/token/0x8965349fb649A33a30cbFDa057D8eC2C48AbE2A2,,,,16772.12,age>720h
WAVAX,osmosis,ibc/6F62F01D913E3FFE472A38C78235B8F021B511BC6596ADFF02615C8F83D3B373,1349-ibc_6F62F01D913E3FFE472A38C78235B8F021B511BC6596ADFF02615C8F83D3B373-ibc_498A0751C798A0D9A389AA3691123DADA57DAA4FE165D5C75894505B876BA6E4,33.0018,15117461431.0,695.82,51.28,8,4,4,DEX,https://dexscreener.com/osmosis/1349-ibc_6f62f01d913e3ffe472a38c78235b8f021b511bc6596adff02615c8f83d3b373-ibc_498a0751c798a0d9a389aa3691123dada57daa4fe165d5c75894505b876ba6e4,,,,,15220.52,age>720h
AVAX,zksync,0x6A5279E99CA7786fb13F827Fc1Fb4F61684933d6,0xc0D5233bA4B8246a696F52aD5CEccA21eA8E5e61,32.29,52209.0,534.69,17.09,1,0,1,DEX,https://dexscreener.com/zksync/0xc0d5233ba4b8246a696f52ad5cecca21ea8e5e61,,,,,21430.22,age>720h
AVAX,fantom,0x511D35c52a3C244E7b8bd92c0C297755FbD89212,0x55abBcB4A6B2ed72F42415758450A5549B78f955-0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83-0x511D35c52a3C244E7b8bd92c0C297755FbD89212,0.9228,32423.0,348.15,0.29,1,1,0,DEX,https://dexscreener.com/fantom/0x55abbcb4a6b2ed72f42415758450a5549b78f955-0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83-0x511d35c52a3c244e7b8bd92c0c297755fbd89212,,,,,,"lp$348 outside [4000,1500000]"
AVAX,zksync,0x6A5279E99CA7786fb13F827Fc1Fb4F61684933d6,0x75A55b333f4c3C0bf9A6f0F8fE52d823279ab20b,30.26,48928.0,300.97,13.27,2,1,1,DEX,https://dexscreener.com/zksync/0x75a55b333f4c3c0bf9a6f0f8fe52d823279ab20b,,,,,21574.09,age>720h
AVAX,zksync,0x6A5279E99CA7786fb13F827Fc1Fb4F61684933d6,0x7553C8d7E1565b11a6C405fCa4D2b94037d9E9f0,31.54,50996.0,149.57,2.75,1,0,1,DEX,https://dexscreener.com/zksync/0x7553c8d7e1565b11a6c405fca4d2b94037d9e9f0,,,,,21551.03,age>720h
AVAX,beam,0x00E69e0b6014d77040b28E04F2b8ac25A6EA5d34,0x42fAdf3624bd1D051Ca2f6f89927ee396943725f,33.013,267335.0,25.84,0.14,1,0,1,DEX,https://dexscreener.com/beam/0x42fadf3624bd1d051ca2f6f89927ee396943725f,,,,,15733.31,age>720h
AVAX,zksync,0x6A5279E99CA7786fb13F827Fc1Fb4F61684933d6,0x6F89797fe9C97E57A1137fA70Caa69F8ABbFfF50,32.13,51951.0,17.6,0.24,1,0,1,DEX,https://dexscreener.com/zksync/0x6f89797fe9c97e57a1137fa70caa69f8abbfff50,,,,,19551.87,age>720h
AVAX,linea,0x5471ea8f739dd37E9B81Be9c5c77754D8AA953E4,0x4E7A3Cc61a1C5579e0929DE498eCb210A3876d84,28.94,26681.0,98.92,1.87,1,0,1,DEX,https://dexscreener.com/linea/0x4e7a3cc61a1c5579e0929de498ecb210a3876d84,,,,,,"lp$99 outside [4000,1500000]"
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0xA682924271f23D789288E4B585624cE9a4D29179,32.8,65617949.0,501.58,259.07,41,17,24,DEX,https://dexscreener.com/bsc/0xa682924271f23d789288e4b585624ce9a4d29179,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,2759.02,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x48FA442910616D7134a99344A1C91F3d516c5963,32.81,65632328.0,216.36,3.71,4,1,3,DEX,https://dexscreener.com/bsc/0x48fa442910616d7134a99344a1c91f3d516c5963,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,29465.47,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x1da8b1aD522EaFFF6B134E46F6dEdd397Fc4F76C,32.85,65709133.0,511.16,14.9,10,4,6,DEX,https://dexscreener.com/bsc/0x1da8b1ad522eafff6b134e46f6dedd397fc4f76c,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,28636.85,age>720h
AVAX,bsc,0x1CE0c2827e2eF14D5C4f29a091d735A204794041,0x78D92565ef23F897548bB538B5789419085F5642,31.99,63982520.0,189.53,12.67,25,19,6,DEX,https://dexscreener.com/bsc/0x78d92565ef23f897548bb538b5789419085f5642,https://bscscan.com/token/0x1CE0c2827e2eF14D5C4f29a091d735A204794041,,,,33865.61,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x9A0AA28d999a21d3cf6F2703CDBba9FeAF4a32F7,0.002394,239485955.0,127884.82,34772.06,318,98,220,DEX,https://dexscreener.com/blast/0x9a0aa28d999a21d3cf6f2703cdbba9feaf4a32f7,,https://x.com/Blast_L2,,https://blast.io,10866.0,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x5D49456a119EF9afB5bEC2A644338a078bef2B4B,0.002404,240491572.0,59602.6,31.86,5,3,2,DEX,https://dexscreener.com/blast/0x5d49456a119ef9afb5bec2a644338a078bef2b4b,,https://x.com/Blast_L2,,https://blast.io,10859.4,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x0000000000000000000000000000000000000000-0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad-420,0.002413,241325866.0,49626.23,1.96,20,11,9,DEX,https://dexscreener.com/blast/0x0000000000000000000000000000000000000000-0xb1a5700fa2358173fe465e6ea4ff52e36e88e2ad-420,,https://x.com/Blast_L2,,https://blast.io,,fdv>15000000
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0xE3a5f46667461e35eeCe4E39e2177b438AF6B7f7,0.002412,241269423.0,33654.58,11.35,24,7,17,DEX,https://dexscreener.com/blast/0xe3a5f46667461e35eece4e39e2177b438af6b7f7,,https://x.com/Blast_L2,,https://blast.io,10876.4,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x266BAfB866fc4a47D53ebaBF4f7C102a884d1335,0.002405,240530496.0,13595.7,104.22,23,13,10,DEX,https://dexscreener.com/blast/0x266bafb866fc4a47d53ebabf4f7c102a884d1335,,https://x.com/Blast_L2,,https://blast.io,10851.2,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x85287626E78602d0DA569332e419154B0bdeA035,0.002429,242986764.0,8168.03,776.72,45,33,12,DEX,https://dexscreener.com/blast/0x85287626e78602d0da569332e419154b0bdea035,,https://x.com/Blast_L2,,https://blast.io,10861.98,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0xE4a1ae490491ea60B3A85f1B1E49B335728763D0,0.0024,240050341.0,5253.45,262.73,50,24,26,DEX,https://dexscreener.com/blast/0xe4a1ae490491ea60b3a85f1b1e49b335728763d0,,https://x.com/Blast_L2,,https://blast.io,10850.91,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0xE7f9E7F6A0f801d74db239D43EF0cdfBB27B3738,0.002407,240711033.0,5528.18,24.66,26,8,18,DEX,https://dexscreener.com/blast/0xe7f9e7f6a0f801d74db239d43ef0cdfbb27b3738,,https://x.com/Blast_L2,,https://blast.io,7922.98,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0xC8252c4F9136209Ec47534bf1C0781307ec9a86F,0.002403,240302391.0,2782.62,252.69,163,85,78,DEX,https://dexscreener.com/blast/0xc8252c4f9136209ec47534bf1c0781307ec9a86f,,https://x.com/Blast_L2,,https://blast.io,10850.47,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x79Fb89437CB97a6BBFFB9c76b0F0dFA102b4C07D,0.002422,242290874.0,4275.76,0.02,1,1,0,DEX,https://dexscreener.com/blast/0x79fb89437cb97a6bbffb9c76b0f0dfa102b4c07d,,https://x.com/Blast_L2,,https://blast.io,10850.53,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x32fdF42095AaecfEA06F8ec26a361475F3603cB9,0.002414,241423127.0,2575.64,0.17,8,3,5,DEX,https://dexscreener.com/blast/0x32fdf42095aaecfea06f8ec26a361475f3603cb9,,https://x.com/Blast_L2,,https://blast.io,10865.99,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x4c577F4873061003D6C83EAaC20E24397Ff5b89b,0.00241,241067239.0,2060.17,251.19,199,91,108,DEX,https://dexscreener.com/blast/0x4c577f4873061003d6c83eaac20e24397ff5b89b,,https://x.com/Blast_L2,,https://blast.io,10842.15,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x1cF4Cfc7a984A474ab03F444CcEdB30C3aE6f56c,0.0024,240097999.0,2126.4,655.93,86,52,34,DEX,https://dexscreener.com/blast/0x1cf4cfc7a984a474ab03f444ccedb30c3ae6f56c,,https://x.com/Blast_L2,,https://blast.io,10861.75,age>720h
BLAST,pulsechain,0x6a44bE19d96f087494Bafa66EE5DF1bf7AAF220f,0xA755A5dd5AaC63f9e8869a0F25905ae6B635A92C,1.247e-07,119360.0,40514.05,47.94,2,1,1,DEX,https://dexscreener.com/pulsechain/0xa755a5dd5aac63f9e8869a0f25905ae6b635a92c,,https://twitter.com/Blastar_PRC20,https://t.me/blastartoken_prc20,https://www.joinblastar.com/,14877.65,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x814D4dd83295aa3Df5c4594423CC634C42d11AB1,0.002405,240571688.0,936.6,6.26,7,2,5,DEX,https://dexscreener.com/blast/0x814d4dd83295aa3df5c4594423cc634c42d11ab1,,https://x.com/Blast_L2,,https://blast.io,10747.59,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x967985e27b8B2947b0b7C27540E210f777796A6b,0.002408,240888661.0,885.98,2.51,3,1,2,DEX,https://dexscreener.com/blast/0x967985e27b8b2947b0b7c27540e210f777796a6b,,https://x.com/Blast_L2,,https://blast.io,9967.4,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x6EF53b21B0EECA2669346bD4D9e90ce5697b92E9,0.002404,240442231.0,702.56,0.2,9,3,6,DEX,https://dexscreener.com/blast/0x6ef53b21b0eeca2669346bd4d9e90ce5697b92e9,,https://x.com/Blast_L2,,https://blast.io,10856.75,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x57529f9E2a23CC53Fc387B162d2aB0F1dF3Ed701,0.002419,241987368.0,699.54,8.54,6,5,1,DEX,https://dexscreener.com/blast/0x57529f9e2a23cc53fc387b162d2ab0f1df3ed701,,https://x.com/Blast_L2,,https://blast.io,10861.77,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x84F7c4c3de559A76189DF8Dacd84E25a72781601,0.002405,240543887.0,321.22,0.65,2,0,2,DEX,https://dexscreener.com/blast/0x84f7c4c3de559a76189df8dacd84e25a72781601,,https://x.com/Blast_L2,,https://blast.io,10747.63,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x399f85E720F41dCEEF628a4326C8B0795032E3C7,0.002411,241103099.0,166.37,1.27,10,5,5,DEX,https://dexscreener.com/blast/0x399f85e720f41dceef628a4326c8b0795032e3c7,,https://x.com/Blast_L2,,https://blast.io,10830.73,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x4300000000000000000000000000000000000003-0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad-420,0.002407,240739450.0,148.8,0.15,6,3,3,DEX,https://dexscreener.com/blast/0x4300000000000000000000000000000000000003-0xb1a5700fa2358173fe465e6ea4ff52e36e88e2ad-420,,https://x.com/Blast_L2,,https://blast.io,,"lp$149 outside [4000,1500000]"
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0xF7f283c2bD0572F824A38eaa079AB31074068D31,0.002407,240752326.0,102.66,1.04,10,4,6,DEX,https://dexscreener.com/blast/0xf7f283c2bd0572f824a38eaa079ab31074068d31,,https://x.com/Blast_L2,,https://blast.io,10830.71,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x886fBEc3E46CEc07851747263AaDe08afD756e9D,0.00241,241068520.0,89.83,0.29,7,2,5,DEX,https://dexscreener.com/blast/0x886fbec3e46cec07851747263aade08afd756e9d,,https://x.com/Blast_L2,,https://blast.io,10851.12,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0xCaBaC4A2fCd520a036778f62A2C1F2e5509b45A8,0.002409,240960980.0,49.98,0.25,7,3,4,DEX,https://dexscreener.com/blast/0xcabac4a2fcd520a036778f62a2c1f2e5509b45a8,,https://x.com/Blast_L2,,https://blast.io,10732.63,age>720h
BLAST,blast,0xb1a5700fA2358173Fe465e6eA4Ff52E36e88E2ad,0x61A1C8F1654eA5933eE08B56D5F027cD7Bb14aB5,0.002428,242892581.0,62.52,0.06,1,0,1,DEX,https://dexscreener.com/blast/0x61a1c8f1654ea5933ee08b56d5f027cd7bb14ab5,,https://x.com/Blast_L2,,https://blast.io,10462.09,age>720h
